"Canal";"Canal Width";"Canal Depth";"Canal Fee";"Distance Using Canal";"Distance Not Using Canal";"Risk Of Piracy";"Applicable Loadline";"Start Port";"Start Port Port Limit";"Start Port Penalty for Greylisted Flag";"Start Port Ice Class Required";"Start Port Penalty for High Sulphur Fuel";"Start Port Bunker Price";"Start Port Port Tariff";"Start Port Waiting Time";"Start Port Loading Capacity";"Start Port Unloading Capacity";"Start Port Repair Costs";"Start Port Dock Size";"Start Port Yearly Port Trade";"End Port";"End Port Port Limit";"End Port Penalty for Greylisted Flag";"End Port Ice Class Required";"End Port Penalty for High Sulphur Fuel";"End Port Bunker Price";"End Port Port Tariff";"End Port Waiting Time";"End Port Loading Capacity";"End Port Unloading Capacity";"End Port Repair Costs";"End Port Dock Size";"End Port Yearly Port Trade"
"No";200;50;0;3992;3992;0;"Design";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"Panama";32.53;12.6;2;6552;6610;0;"WNA";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"Panama";32.53;12.6;2;6394;6813;0;"Design";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"Panama";32.53;12.6;2;4230;8898;0;"Design";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;838;838;0;"Design";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;1883;1883;0;"Design";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;2358;2358;0;"Design";"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"No";200;50;0;3603;3603;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"No";200;50;0;3976;3976;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"No";200;50;0;4239;4239;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"No";200;50;0;3819;3819;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"No";200;50;0;1064;1064;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"No";200;50;0;1178;1178;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"No";200;50;0;1308;1308;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"Suez";77.5;20;2;7407;14570;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"Suez";77.5;20;2;6713;13871;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"Suez";77.5;20;2;7789;14950;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;5719;5719;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;6696;6696;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;7365;7365;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"Suez";77.5;20;2;8130;15293;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"Suez";77.5;20;2;8077;15238;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"Suez";77.5;20;2;7722;14888;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;3159;3159;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;3060;3060;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;2894;2894;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;3356;3356;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"Suez";77.5;20;2;3202;11470;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"Suez";77.5;20;2;4847;12360;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"Suez";77.5;20;2;3015;11542;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"No";200;50;0;534;534;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;1405;1405;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;2536;2536;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"Suez";77.5;20;2;3047;11625;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"Suez";77.5;20;2;2748;11326;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;879;11524;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;1822;1822;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;2938;2938;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"No";200;50;0;0;0;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;6625;6625;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;5004;5004;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"Panama";32.53;12.6;2;8964;14084;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"Panama";32.53;12.6;2;10018;15149;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"Suez";77.5;20;2;6259;12056;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"Suez";77.5;20;2;8507;13489;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"Suez";77.5;20;2;7993;12975;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"Suez";77.5;20;2;5195;12507;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"Suez";77.5;20;2;6001;13290;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"Suez";77.5;20;2;6492;13668;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"Suez";77.5;20;2;6196;6263;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"Suez";77.5;20;2;4712;7671;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"Suez";77.5;20;2;5502;6888;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"Panama";32.53;12.6;2;8964;9539;0;"WNA";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"Panama";32.53;12.6;2;8806;9742;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"Panama";32.53;12.6;2;6642;11827;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;3732;3732;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;4773;4773;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;5250;5250;0;"Design";"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"No";200;50;0;5269;5269;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"No";200;50;0;5642;5642;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"No";200;50;0;5905;5905;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"No";200;50;0;5485;5485;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"No";200;50;0;6969;6969;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"No";200;50;0;7083;7083;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"No";200;50;0;7213;7213;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"Panama";32.53;12.6;2;10150;15219;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"Panama";32.53;12.6;2;10858;14520;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"Panama";32.53;12.6;2;10206;15599;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;5101;5101;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;6078;6078;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;6747;6747;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"Panama";32.53;12.6;2;9074;15942;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"Panama";32.53;12.6;2;9281;15887;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"Panama";32.53;12.6;2;10067;15537;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;5111;5111;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;5017;5017;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;4623;4623;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;5274;5274;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"Suez";77.5;20;2;9786;12119;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"Suez";77.5;20;2;11431;13009;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"Suez";77.5;20;2;9599;12191;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"No";200;50;0;6468;6468;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;5517;5517;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;4720;4720;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"Suez";77.5;20;2;9631;12274;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"Suez";77.5;20;2;9332;11975;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;7463;12173;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;4808;4808;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;4479;4479;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"No";200;50;0;6625;6625;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;0;0;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;1964;1964;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"Panama";32.53;12.6;2;4381;13469;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"Panama";32.53;12.6;2;5435;14534;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"Panama";32.53;12.6;2;11755;12705;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"Panama";32.53;12.6;2;9222;13456;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"Panama";32.53;12.6;2;9495;13488;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"Suez";77.5;20;2;11779;13156;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"Panama";32.53;12.6;2;12163;13939;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"Panama";32.53;12.6;2;11385;14317;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;7148;7148;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;8320;8320;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;7552;7552;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"Panama";32.53;12.6;2;4381;8924;0;"WNA";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"Panama";32.53;12.6;2;4223;9127;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"Panama";32.53;12.6;2;2059;11212;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;4883;4883;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;5894;5894;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;6475;6475;0;"Design";"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"No";200;50;0;3568;3568;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"No";200;50;0;3941;3941;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"No";200;50;0;4204;4204;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"No";200;50;0;3784;3784;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
