"Type";"Start Port";"Start Week";"Destination";"Duration";"Weight";"Pickup Interval";"Cargo";"Cranes";"Ice Class";"Bi Fuel";"Rate";"Currency";"Discharge Time";"Port Days";"SSHINC";"Demurage";"Signing Fee";"Cargo Volume";"Floor Strength";"Maintenance Period";"Monthly Payment Date";"Penalty";"Broker";"Commission"
"Voyage Charter";"Rotterdam";32;"Antwerp";1;6722;0;"Steel Products";FALSE;FALSE;FALSE;20.59;"USD";0;5;TRUE;12433;0.49;0;0;0;0;4973;"Worldwide Freight";0.02
"Voyage Charter";"Marseille";32;"Antwerp";2;37955;0;"Steel Products";FALSE;FALSE;FALSE;14.41;"USD";0;6;FALSE;19770;0.41;0;0;0;0;7908;"Worldwide Freight";0.01
"Voyage Charter";"Corpus Christi";32;"Rotterdam";6;60517;0;"Coal";FALSE;FALSE;FALSE;11.26;"USD";0;16;TRUE;16470;0.08;0;0;0;0;6588;"Allseas Cargo";0.04
"Voyage Charter";"Marseille";32;"Hamburg";2;25548;0;"Agribulk";FALSE;FALSE;FALSE;14.44;"USD";0;7;TRUE;19770;0.26;0;0;0;0;7908;"Great Eagle Tranport Services";0.04
"Voyage Charter";"Incheon";33;"Shanghai";2;16494;0;"Minor Ores";FALSE;FALSE;FALSE;19.86;"USD";0;1;FALSE;14535;0.27;0;0;0;0;5814;"McCorran Freight";0.01
"Voyage Charter";"San Antonio";33;"New York";8;68954;0;"Minor Ores";FALSE;FALSE;FALSE;15.4;"USD";0;3;TRUE;17333;0.36;0;0;0;0;6933;"Crafters Group";0.05
"Voyage Charter";"Dunkirk";33;"Mina Saqr";9;56212;0;"Agribulk";FALSE;FALSE;FALSE;18.01;"USD";0;16;TRUE;18970;0.29;0;0;0;0;7588;"ABC Logisitcs";0.03
"Voyage Charter";"Guangzhou";33;"Marseille";9;135384;0;"Bauxite";FALSE;FALSE;FALSE;12.55;"USD";0;11;FALSE;16590;0.34;0;0;0;0;6636;"Omega Forwarding";0.05
"Voyage Charter";"Hamburg";33;"Marseille";2;43496;0;"Fertilizers";FALSE;FALSE;FALSE;15;"USD";0;-3;FALSE;21133;0.23;0;0;0;0;8453;"Great Eagle Tranport Services";0.01
"Voyage Charter";"Rotterdam";33;"Hamburg";1;5194;0;"Agribulk";FALSE;FALSE;FALSE;25;"USD";0;5;TRUE;11905;0.4;0;0;0;0;4762;"Worldwide Freight";0.04
"Voyage Charter";"Pasir Gudang";33;"New York";9;125547;0;"Woodproducts";FALSE;FALSE;FALSE;10.27;"USD";0;12;TRUE;15253;0.24;0;0;0;0;6101;"ABC Logisitcs";0.02
"Voyage Charter";"Dalian";33;"San Antonio";10;36121;0;"Project";FALSE;FALSE;FALSE;38.58;"USD";0;24;TRUE;15090;0.19;0;0;0;0;6036;"Omega Forwarding";0.05
"Contract Of Affreightment";"Dunkirk";33;"Marseille";52;29057;1;"Alumina";FALSE;FALSE;FALSE;12.18;"USD";7;0;TRUE;20030;0;0;0;0;0;8012;"ABC Logisitcs";0.03
"Voyage Charter";"Wilhelmshaven";33;"Gothenburg";1;16210;0;"Minor Ores";FALSE;TRUE;FALSE;16.51;"USD";0;4;FALSE;15030;0.19;0;0;0;0;6012;"ABC Logisitcs";0.05
"Voyage Charter";"Chiba";33;"Corpus Christi";13;114401;0;"Steel Products";FALSE;FALSE;FALSE;9.29;"USD";0;22;TRUE;19225;0.1;0;0;0;0;7690;"McCorran Freight";0.03
"Voyage Charter";"Rotterdam";33;"Marseille";2;32766;0;"Agribulk";FALSE;FALSE;FALSE;12.16;"USD";0;7;FALSE;20030;0.31;0;0;0;0;8012;"ABC Logisitcs";0.05
"Voyage Charter";"Tallinn";33;"Rotterdam";2;8143;0;"Project";FALSE;TRUE;FALSE;67.1;"EUR";0;7;FALSE;15695;0.26;0;0;0;0;6278;"Worldwide Freight";0.01
"Voyage Charter";"Corpus Christi";33;"Rio Grande";5;37128;0;"Steel Products";FALSE;FALSE;FALSE;15.87;"USD";0;12;FALSE;16813;0.45;0;0;0;0;6725;"McCorran Freight";0.01
"Voyage Charter";"Incheon";33;"Rotterdam";10;126196;0;"Steam Coal";FALSE;FALSE;FALSE;14.1;"USD";0;9;FALSE;17190;0.29;0;0;0;0;6876;"Brauner International";0.01
"Contract Of Affreightment";"New York";33;"Dunkirk";52;72264;1;"Bauxite";FALSE;FALSE;FALSE;11.61;"USD";7;0;FALSE;17888;0;0;0;0;0;7155;"Brauner International";0.01
"Voyage Charter";"New York";33;"Gijon";3;22965;0;"Grain";FALSE;FALSE;FALSE;20.37;"USD";0;7;TRUE;15420;0.16;0;0;0;0;6168;"Great Eagle Tranport Services";0.01
"Voyage Charter";"Antwerp";33;"Rotterdam";1;6279;0;"Fertilizers";FALSE;FALSE;FALSE;13;"USD";0;0;FALSE;11093;0.16;0;0;0;0;4437;"Brauner International";0.03
"Voyage Charter";"Chiba";33;"New York";11;101487;0;"Grain";FALSE;FALSE;FALSE;6.1;"USD";0;9;TRUE;16128;0.49;0;0;0;0;6451;"Intercargo Services";0.05
"Voyage Charter";"Gothenburg";33;"Tallinn";1;16686;0;"Agribulk";FALSE;TRUE;FALSE;23.99;"USD";0;1;FALSE;15420;0.36;0;0;0;0;6168;"Worldwide Freight";0.03
"Voyage Charter";"Tubarao";33;"Corpus Christi";7;122013;0;"Steel Products";FALSE;FALSE;FALSE;9;"USD";0;24;TRUE;14773;0.18;0;0;0;0;5909;"ABC Logisitcs";0.03
"Voyage Charter";"Rotterdam";33;"Tubarao";5;24267;0;"Steel Products";FALSE;FALSE;FALSE;21.33;"USD";0;7;TRUE;14780;0.23;0;0;0;0;5912;"Worldwide Freight";0.02
"Voyage Charter";"Rotterdam";33;"Marseille";2;41243;0;"Fertilizers";FALSE;FALSE;FALSE;12.83;"USD";0;6;TRUE;19770;0.49;0;0;0;0;7908;"Brauner International";0.01
"Voyage Charter";"Tubarao";33;"Bahia Blanca";3;38576;0;"Steam Coal";FALSE;FALSE;FALSE;8.95;"USD";0;12;FALSE;20703;0.21;0;0;0;0;8281;"Crafters Group";0.01
"Voyage Charter";"Rotterdam";33;"Tallinn";1;46507;0;"Agribulk";FALSE;TRUE;FALSE;11.31;"USD";0;7;FALSE;15825;0.34;0;0;0;0;6330;"Worldwide Freight";0.02
"Voyage Charter";"Rotterdam";33;"Antwerp";1;5804;0;"Steel Products";FALSE;FALSE;FALSE;21.94;"USD";0;5;FALSE;10918;0.08;0;0;0;0;4367;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Nouadhibou";33;"Rotterdam";3;58450;0;"Iron Ore";FALSE;FALSE;FALSE;3.98;"USD";0;9;FALSE;15825;0.25;0;0;0;0;6330;"Brauner International";0.02
"Voyage Charter";"Antwerp";33;"Rotterdam";1;4072;0;"Iron Ore";FALSE;FALSE;FALSE;21.83;"USD";0;5;FALSE;10918;0.43;0;0;0;0;4367;"Worldwide Freight";0.02
"Voyage Charter";"San Antonio";33;"Rotterdam";9;75738;0;"Coal";FALSE;FALSE;FALSE;19.18;"USD";0;17;FALSE;19043;0.3;0;0;0;0;7617;"Crafters Group";0.04
"Voyage Charter";"Odessa";33;"Hamburg";9;59715;0;"Coal";TRUE;TRUE;FALSE;13.61;"USD";0;48;FALSE;15825;0.05;0;0;0;0;6330;"ABC Logisitcs";0.01
"Voyage Charter";"Rotterdam";33;"Incheon";11;44238;0;"Manufactureds";FALSE;FALSE;FALSE;21.38;"USD";0;8;FALSE;15825;0.31;0;0;0;0;6330;"Omega Forwarding";0.05
"Voyage Charter";"Rotterdam";34;"Corpus Christi";5;40274;0;"Steel Products";FALSE;FALSE;FALSE;9.24;"USD";0;12;TRUE;20128;0.17;0;0;0;0;8051;"McCorran Freight";0.02
"Voyage Charter";"Rotterdam";34;"Wilhelmshaven";1;5893;0;"Steel Products";FALSE;FALSE;FALSE;21.22;"USD";0;5;FALSE;12953;0.25;0;0;0;0;5181;"Worldwide Freight";0.03
"Voyage Charter (Contract Of Affreightment)";"Hamburg";34;"Rotterdam";1;10312;0;"Coal";FALSE;FALSE;FALSE;17.98;"USD";0;-1;TRUE;12953;0.44;0;0;0;0;5181;"ABC Logisitcs";0.02
"Voyage Charter";"New York";34;"Ensenada";11;59148;0;"Manufactureds";FALSE;FALSE;FALSE;22.36;"USD";0;19;FALSE;18993;0.25;0;0;0;0;7597;"McCorran Freight";0.01
"Voyage Charter";"Incheon";34;"Rotterdam";10;76412;0;"Coal";FALSE;FALSE;FALSE;23.29;"USD";0;9;FALSE;19085;0.08;0;0;0;0;7634;"McCorran Freight";0.01
"Voyage Charter";"Batumi";34;"Marseille";4;60081;0;"Alumina";FALSE;TRUE;FALSE;8.09;"USD";0;16;TRUE;15385;0.25;0;0;0;0;6154;"Brauner International";0.05
"Voyage Charter";"Mina Qaboos";34;"Karachi";1;8707;0;"Grain";FALSE;FALSE;FALSE;33.2;"USD";0;4;FALSE;11080;0.48;0;0;0;0;4432;"Intercargo Services";0.04
"Voyage Charter";"Rotterdam";34;"Marseille";2;21696;0;"Fertilizers";FALSE;FALSE;FALSE;15.45;"USD";0;-2;TRUE;15030;0.04;0;0;0;0;6012;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Hamburg";34;"Marseille";2;66088;0;"Fertilizers";FALSE;FALSE;FALSE;9.29;"USD";0;7;TRUE;17378;0.32;0;0;0;0;6951;"Worldwide Freight";0.05
"Voyage Charter";"Marseille";34;"Jeddah";8;44299;0;"Agribulk";FALSE;FALSE;FALSE;10.47;"USD";0;9;TRUE;17378;0.04;0;0;0;0;6951;"Great Eagle Tranport Services";0.03
"Voyage Charter";"Gothenburg";34;"Rotterdam";1;7939;0;"Steel Products";FALSE;TRUE;FALSE;25.09;"USD";0;5;TRUE;15018;0.22;0;0;0;0;6007;"Worldwide Freight";0.04
"Voyage Charter";"Rotterdam";34;"Antwerp";1;19392;0;"Steel Products";FALSE;FALSE;FALSE;13.96;"USD";0;6;FALSE;15420;0.24;0;0;0;0;6168;"Worldwide Freight";0.01
"Voyage Charter";"Rotterdam";34;"Hamburg";1;12931;0;"Agribulk";FALSE;FALSE;FALSE;9;"USD";0;-3;FALSE;15420;0.31;0;0;0;0;6168;"ABC Logisitcs";0.01
"Voyage Charter";"Hai Phong";34;"Dalian";3;67684;0;"Steam Coal";FALSE;FALSE;FALSE;10.38;"USD";0;8;FALSE;15730;0.41;0;0;0;0;6292;"Blue Mountain Logistics";0.02
"Voyage Charter";"Chiba";34;"Mina Saqr";6;44652;0;"Grain";FALSE;FALSE;FALSE;15.81;"USD";0;12;FALSE;20703;0.01;0;0;0;0;8281;"McCorran Freight";0.05
"Voyage Charter";"Rotterdam";34;"Gothenburg";1;13221;0;"Iron Ore";FALSE;TRUE;FALSE;22.21;"USD";0;5;FALSE;10918;0.34;0;0;0;0;4367;"ABC Logisitcs";0.04
"Voyage Charter";"Wilhelmshaven";34;"Rotterdam";1;10682;0;"Iron Ore";FALSE;FALSE;FALSE;23.99;"USD";0;0;TRUE;10918;0.2;0;0;0;0;4367;"Brauner International";0.01
"Voyage Charter";"New York";34;"Kolkata";8;41674;0;"Agribulk";FALSE;FALSE;FALSE;24.55;"USD";0;7;FALSE;20703;0.05;0;0;0;0;8281;"McCorran Freight";0.01
"Voyage Charter";"Rotterdam";34;"Karachi";8;86352;0;"Steel Products";FALSE;FALSE;FALSE;11.19;"USD";0;9;FALSE;19043;0.1;0;0;0;0;7617;"Brauner International";0.02
"Voyage Charter";"Hamburg";34;"Antwerp";1;9169;0;"Fertilizers";FALSE;FALSE;FALSE;21.99;"USD";0;5;TRUE;11135;0.46;0;0;0;0;4454;"Brauner International";0.05
"Voyage Charter";"Rio Grande";34;"Gdansk";6;41072;0;"Coal";FALSE;TRUE;FALSE;14.65;"USD";0;8;FALSE;20880;0.07;0;0;0;0;8352;"Allseas Cargo";0.03
"Voyage Charter";"Chiba";34;"New York";11;83330;0;"Steel Products";FALSE;FALSE;FALSE;15.03;"USD";0;8;TRUE;18418;0.03;0;0;0;0;7367;"Omega Forwarding";0.02
"Voyage Charter";"Gothenburg";34;"Hamburg";1;4163;0;"Manufactureds";FALSE;TRUE;FALSE;34.19;"USD";0;5;FALSE;11135;0.12;0;0;0;0;4454;"Bosman Freight Forwarders";0.01
"Voyage Charter";"New York";35;"Corpus Christi";3;18100;0;"Agribulk";FALSE;FALSE;FALSE;15.4;"USD";0;11;FALSE;15058;0.12;0;0;0;0;6023;"McCorran Freight";0.02
"Voyage Charter (Contract Of Affreightment)";"Dunkirk";35;"Antwerp";1;4278;0;"Alumina";FALSE;FALSE;FALSE;17;"USD";0;0;TRUE;13453;0.2;0;0;0;0;5381;"ABC Logisitcs";0.04
"Voyage Charter";"Incheon";35;"Rotterdam";11;109539;0;"Iron Ore";FALSE;FALSE;FALSE;14.13;"USD";0;10;FALSE;19188;0.27;0;0;0;0;7675;"Continental Maritime";0.01
"Voyage Charter";"Marseille";35;"Kamsar";3;16516;0;"Minor Ores";FALSE;FALSE;FALSE;21.69;"USD";0;5;FALSE;15030;0.02;0;0;0;0;6012;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Shanghai";35;"Jeddah";5;35502;0;"Project";FALSE;FALSE;FALSE;44.91;"USD";0;13;TRUE;18038;0.13;0;0;0;0;7215;"Cargo Excellence";0.03
"Voyage Charter";"Marseille";35;"Rotterdam";2;30965;0;"Grain";FALSE;FALSE;FALSE;8.5;"USD";0;-1;TRUE;16813;0.08;0;0;0;0;6725;"ABC Logisitcs";0.01
"Voyage Charter";"Guangzhou";35;"Tallinn";11;93419;0;"Fertilizers";FALSE;TRUE;FALSE;21.99;"USD";0;8;TRUE;19270;0.18;0;0;0;0;7708;"Worldwide Freight";0.04
"Voyage Charter";"Gothenburg";35;"Tallinn";1;9177;0;"Bauxite";FALSE;TRUE;FALSE;26.77;"USD";0;5;FALSE;15018;0.01;0;0;0;0;6007;"Worldwide Freight";0.02
"Voyage Charter (Contract Of Affreightment)";"Hamburg";35;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;-3;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Shanghai";35;"Karachi";4;29329;0;"Coal";FALSE;FALSE;FALSE;17.07;"USD";0;6;FALSE;20578;0.07;0;0;0;0;8231;"Cargo Excellence";0.05
"Voyage Charter";"Richards Bay";35;"Rotterdam";8;132031;0;"Coal";FALSE;FALSE;FALSE;10.84;"USD";0;5;TRUE;15730;0.14;0;0;0;0;6292;"Worldwide Freight";0.02
"Voyage Charter";"Shanghai";35;"Karachi";5;95187;0;"Fertilizers";FALSE;FALSE;FALSE;14.49;"USD";0;9;FALSE;22523;0;0;0;0;0;9009;"Cargo Excellence";0.05
"Voyage Charter";"Gothenburg";35;"Hamburg";1;6245;0;"Agribulk";FALSE;TRUE;FALSE;15.45;"USD";0;6;FALSE;10918;0.39;0;0;0;0;4367;"Brauner International";0.01
"Voyage Charter";"Incheon";35;"Gijon";11;115880;0;"Fertilizers";FALSE;FALSE;FALSE;23.62;"USD";0;14;TRUE;28350;0.25;0;0;0;0;11340;"McCorran Freight";0.04
"Voyage Charter";"Guangzhou";35;"New York";10;206266;0;"Steel Products";FALSE;FALSE;FALSE;9.92;"USD";0;11;FALSE;28350;0.08;0;0;0;0;11340;"ABC Logisitcs";0.03
"Contract Of Affreightment";"Chiba";35;"Corpus Christi";56;115880;5;"Alumina";FALSE;FALSE;FALSE;15.42;"USD";31;0;TRUE;28478;0;0;0;0;0;11391;"Mann Global Logistics";0.01
"Voyage Charter";"New York";35;"Corpus Christi";3;27121;0;"Steel Products";FALSE;FALSE;FALSE;12.6;"USD";0;10;TRUE;14293;0.1;0;0;0;0;5717;"Bosman Freight Forwarders";0.01
"Voyage Charter";"Wilhelmshaven";35;"Hamburg";1;8542;0;"Coal";FALSE;FALSE;FALSE;20.45;"USD";0;5;TRUE;11330;0.36;0;0;0;0;4532;"Allseas Cargo";0.05
"Voyage Charter";"Rotterdam";35;"Antwerp";1;19148;0;"Steam Coal";FALSE;FALSE;FALSE;15.1;"USD";0;6;FALSE;14293;0.07;0;0;0;0;5717;"ABC Logisitcs";0.01
"Voyage Charter";"Shanghai";35;"New York";11;145551;0;"Fertilizers";FALSE;FALSE;FALSE;11.25;"USD";0;9;FALSE;15498;0.1;0;0;0;0;6199;"ABC Logisitcs";0.04
"Voyage Charter";"Gdansk";35;"Marseille";4;45204;0;"Minor Ores";FALSE;TRUE;FALSE;14.52;"USD";0;7;FALSE;20458;0.38;0;0;0;0;8183;"Worldwide Freight";0.02
"Voyage Charter";"Guangzhou";36;"Portland";5;126315;0;"Woodproducts";FALSE;FALSE;FALSE;7.55;"USD";0;9;TRUE;15253;0.01;0;0;0;0;6101;"McCorran Freight";0.05
"Voyage Charter";"Gothenburg";36;"Odessa";7;43388;0;"Alumina";TRUE;TRUE;FALSE;13.49;"USD";0;19;TRUE;20250;0.24;0;0;0;0;8100;"Mann Global Logistics";0.03
"Voyage Charter";"Incheon";36;"Nouadhibou";9;36779;0;"Agribulk";FALSE;FALSE;FALSE;26.82;"USD";0;9;FALSE;20030;0.25;0;0;0;0;8012;"McCorran Freight";0.02
"Voyage Charter";"Incheon";36;"Corpus Christi";13;133444;0;"Iron Ore";FALSE;FALSE;FALSE;9.53;"USD";0;25;FALSE;17495;0.49;0;0;0;0;6998;"Omega Forwarding";0.04
"Voyage Charter";"Corpus Christi";36;"New York";4;83053;0;"Fertilizers";FALSE;FALSE;FALSE;14.7;"USD";0;-3;FALSE;19270;0.3;0;0;0;0;7708;"ABC Logisitcs";0.02
"Voyage Charter (Contract Of Affreightment)";"Hamburg";36;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;-1;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Marseille";36;"Dunkirk";3;100166;0;"Minor Ores";FALSE;FALSE;FALSE;4.33;"USD";0;8;FALSE;18218;0.12;0;0;0;0;7287;"Brauner International";0.02
"Voyage Charter";"Gothenburg";36;"Corpus Christi";5;28660;0;"Manufactureds";FALSE;TRUE;FALSE;21.39;"USD";0;11;TRUE;20703;0.47;0;0;0;0;8281;"ABC Logisitcs";0.05
"Voyage Charter";"New York";36;"Corpus Christi";3;18533;0;"Steel Products";FALSE;FALSE;FALSE;12.59;"USD";0;9;FALSE;15665;0.44;0;0;0;0;6266;"McCorran Freight";0.02
"Voyage Charter";"Shanghai";36;"Dampier";5;77550;0;"Alumina";FALSE;FALSE;FALSE;5.66;"USD";0;16;TRUE;19043;0.07;0;0;0;0;7617;"Omega Forwarding";0.04
"Voyage Charter";"San Antonio";36;"Rotterdam";8;72600;0;"Coal";FALSE;FALSE;FALSE;19.18;"USD";0;17;FALSE;18418;0.48;0;0;0;0;7367;"Worldwide Freight";0.05
"Voyage Charter";"Rio Grande";36;"New York";5;35944;0;"Woodproducts";FALSE;FALSE;FALSE;13.73;"USD";0;7;TRUE;20880;0.37;0;0;0;0;8352;"Crafters Group";0.05
"Voyage Charter";"Corpus Christi";36;"New York";3;20911;0;"Coal";FALSE;FALSE;FALSE;12.58;"USD";0;9;TRUE;15388;0.04;0;0;0;0;6155;"ABC Logisitcs";0.02
"Voyage Charter";"San Antonio";36;"Kolkata";9;53520;0;"Minor Ores";FALSE;FALSE;FALSE;17.49;"USD";0;5;FALSE;16348;0.17;0;0;0;0;6539;"Cargo Excellence";0.04
"Voyage Charter";"Tallinn";36;"Rotterdam";2;19223;0;"Steel Products";FALSE;TRUE;FALSE;13.68;"EUR";0;6;FALSE;15388;0.46;0;0;0;0;6155;"ABC Logisitcs";0.01
"Time Charter";"Gijon";36;"Gijon";15;7035;0;"Ballast";FALSE;FALSE;FALSE;7557;"USD";0;0;FALSE;0;0;7035;5;10;15;4532;"McCorran Freight";0.02
"Voyage Charter";"Rotterdam";36;"Corpus Christi";7;141617;0;"Woodproducts";FALSE;FALSE;FALSE;5.5;"USD";0;25;FALSE;15213;0.25;0;0;0;0;6085;"Worldwide Freight";0.04
"Voyage Charter";"San Vicente";36;"Tallinn";8;62500;0;"Coal";FALSE;TRUE;FALSE;17.95;"USD";0;9;FALSE;16775;0.13;0;0;0;0;6710;"Allseas Cargo";0.03
"Voyage Charter";"Hamburg";36;"Odessa";9;49592;0;"Manufactureds";TRUE;TRUE;FALSE;9.01;"USD";0;49;TRUE;18468;0.33;0;0;0;0;7387;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Rotterdam";36;"Hamburg";1;6264;0;"Minor Ores";FALSE;FALSE;FALSE;27.1;"USD";0;6;TRUE;11330;0.19;0;0;0;0;4532;"Continental Maritime";0.05
"Voyage Charter";"Marseille";36;"Gdansk";3;42502;0;"Manufactureds";FALSE;TRUE;FALSE;14;"USD";0;-3;FALSE;16775;0.34;0;0;0;0;6710;"Great Eagle Tranport Services";0.04
"Contract Of Affreightment";"Rotterdam";36;"Izmir";52;41503;10;"Steel Products";FALSE;FALSE;FALSE;16.52;"USD";6;0;TRUE;21843;0;0;0;0;0;8737;"ABC Logisitcs";0.05
"Voyage Charter";"Batumi";36;"Gijon";4;24784;0;"Minor Ores";FALSE;TRUE;FALSE;16.5;"USD";0;11;TRUE;15068;0.03;0;0;0;0;6027;"Brauner International";0.03
"Voyage Charter";"Gothenburg";36;"Gdansk";1;8959;0;"Manufactureds";FALSE;TRUE;FALSE;30.58;"USD";0;6;TRUE;10980;0.39;0;0;0;0;4392;"Bosman Freight Forwarders";0.01
"Voyage Charter";"Bahia Blanca";36;"San Vicente";4;94991;0;"Alumina";FALSE;FALSE;FALSE;12;"USD";0;19;FALSE;18850;0.31;0;0;0;0;7540;"Mann Global Logistics";0.03
"Voyage Charter";"Tallinn";36;"Dunkirk";2;31059;0;"Woodproducts";FALSE;TRUE;FALSE;7.13;"EUR";0;6;FALSE;21843;0.08;0;0;0;0;8737;"Intercargo Services";0.01
"Voyage Charter";"Ensenada";36;"New York";11;83159;0;"Manufactureds";FALSE;FALSE;FALSE;15.68;"USD";0;26;TRUE;15280;0.46;0;0;0;0;6112;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Dunkirk";36;"Rotterdam";1;8974;0;"Iron Ore";FALSE;FALSE;FALSE;22.22;"USD";0;6;TRUE;10980;0.48;0;0;0;0;4392;"Continental Maritime";0.03
"Voyage Charter";"Rotterdam";36;"Marseille";2;34532;0;"Steel Products";FALSE;FALSE;FALSE;16.52;"USD";0;6;FALSE;21843;0.31;0;0;0;0;8737;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Rotterdam";36;"Marseille";2;21978;0;"Minor Ores";FALSE;FALSE;FALSE;25.89;"USD";0;6;FALSE;15068;0.01;0;0;0;0;6027;"Continental Maritime";0.01
"Voyage Charter (Contract Of Affreightment)";"Rotterdam";37;"Richards Bay";5;31683;0;"Agribulk";FALSE;FALSE;FALSE;15.59;"USD";0;-6;FALSE;18063;0.14;0;0;0;0;7225;"Brauner International";0.03
"Voyage Charter";"Hamburg";37;"Odessa";8;14314;0;"Project";TRUE;TRUE;FALSE;23.74;"USD";0;36;FALSE;20250;0.27;0;0;0;0;8100;"Brauner International";0.03
"Voyage Charter (Contract Of Affreightment)";"Hamburg";37;"Marseille";2;25550;0;"Fertilizers";FALSE;FALSE;FALSE;25;"USD";0;0;FALSE;15695;0.49;0;0;0;0;6278;"Great Eagle Tranport Services";0.02
"Voyage Charter";"New York";37;"Corpus Christi";4;58449;0;"Fertilizers";FALSE;FALSE;FALSE;7.899999;"USD";0;-17;TRUE;15730;0.13;0;0;0;0;6292;"ABC Logisitcs";0.04
"Voyage Charter";"Marseille";37;"Gijon";3;22534;0;"Minor Ores";FALSE;FALSE;FALSE;7.18;"USD";0;7;FALSE;14780;0.32;0;0;0;0;5912;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Wilhelmshaven";37;"Rotterdam";1;10467;0;"Coal";FALSE;FALSE;FALSE;21.93;"USD";0;6;FALSE;12433;0.39;0;0;0;0;4973;"Worldwide Freight";0.03
"Voyage Charter";"New York";37;"Corpus Christi";3;26311;0;"Agribulk";FALSE;FALSE;FALSE;11.5;"USD";0;10;FALSE;19770;0.21;0;0;0;0;7908;"ABC Logisitcs";0.03
"Voyage Charter";"Corpus Christi";37;"Walvis Bay";7;54663;0;"Grain";FALSE;FALSE;FALSE;15;"USD";0;-6;FALSE;15825;0.41;0;0;0;0;6330;"ABC Logisitcs";0.04
"Voyage Charter";"Gijon";37;"Rotterdam";2;10390;0;"Steel Products";FALSE;FALSE;FALSE;22.49;"USD";0;1;TRUE;10918;0.49;0;0;0;0;4367;"ABC Logisitcs";0.02
"Voyage Charter";"Antwerp";37;"Rotterdam";1;7957;0;"Steel Products";FALSE;FALSE;FALSE;16.48;"USD";0;1;TRUE;11135;0.23;0;0;0;0;4454;"ABC Logisitcs";0.03
"Voyage Charter";"Ensenada";37;"Corpus Christi";13;120595;0;"Grain";FALSE;FALSE;FALSE;18.54;"USD";0;32;TRUE;17868;0.09;0;0;0;0;7147;"Intercargo Services";0.02
"Voyage Charter";"Antwerp";37;"Marseille";2;24579;0;"Steel Products";FALSE;FALSE;FALSE;13.45;"USD";0;-2;FALSE;15388;0.09;0;0;0;0;6155;"Brauner International";0.05
"Voyage Charter";"Gdansk";37;"Rotterdam";1;8174;0;"Agribulk";FALSE;TRUE;FALSE;30;"USD";0;1;FALSE;11135;0.5;0;0;0;0;4454;"Worldwide Freight";0.01
"Voyage Charter";"Guangzhou";37;"New York";10;109629;0;"Coal";FALSE;FALSE;FALSE;10.76;"USD";0;9;TRUE;15310;0.11;0;0;0;0;6124;"Omega Forwarding";0.03
"Voyage Charter";"Dalian";37;"Newcastle";5;36003;0;"Fertilizers";FALSE;FALSE;FALSE;6.72;"USD";0;7;FALSE;20458;0.33;0;0;0;0;8183;"Omega Forwarding";0.03
"Voyage Charter";"Corpus Christi";37;"Mina Saqr";10;19468;0;"Project";FALSE;FALSE;FALSE;58.29;"USD";0;18;FALSE;16775;0.41;0;0;0;0;6710;"McCorran Freight";0.04
"Voyage Charter";"Chiba";37;"Mina Qaboos";5;42636;0;"Manufactureds";FALSE;FALSE;FALSE;30.29;"USD";0;6;FALSE;15418;0.33;0;0;0;0;6167;"Cargo Excellence";0.03
"Voyage Charter";"Izmir";37;"Gothenburg";4;68838;0;"Coal";FALSE;TRUE;FALSE;9.57;"USD";0;7;TRUE;18193;0.22;0;0;0;0;7277;"Worldwide Freight";0.03
"Voyage Charter";"Rotterdam";37;"Marseille";2;26080;0;"Alumina";FALSE;FALSE;FALSE;20.99;"USD";0;-2;TRUE;15068;0.03;0;0;0;0;6027;"Worldwide Freight";0.04
"Contract Of Affreightment";"Gijon";37;"Sihanoukville";53;29000;11;"Coal";FALSE;FALSE;FALSE;10.56;"USD";12;0;TRUE;19610;0;0;0;0;0;7844;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Corpus Christi";37;"New York";3;23502;0;"Grain";FALSE;FALSE;FALSE;13.17;"USD";0;10;FALSE;14743;0.2;0;0;0;0;5897;"Intercargo Services";0.01
"Voyage Charter";"Shanghai";37;"Chiba";1;13256;0;"Alumina";FALSE;FALSE;FALSE;30.35;"USD";0;5;TRUE;12710;0.31;0;0;0;0;5084;"McCorran Freight";0.05
"Voyage Charter";"Dunkirk";37;"Antwerp";2;9261;0;"Manufactureds";FALSE;FALSE;FALSE;32.6;"USD";0;7;TRUE;12710;0.5;0;0;0;0;5084;"Worldwide Freight";0.05
"Voyage Charter";"Dalian";37;"Hai Phong";3;25166;0;"Steel Products";FALSE;FALSE;FALSE;15.77;"USD";0;8;TRUE;14743;0.26;0;0;0;0;5897;"Omega Forwarding";0.03
